endTime,artistName,trackName,msPlayed
2022-04-12 05:09,Yoke Lore,Beige,204208
2022-04-12 05:12,The Wombats,"If You Ever Leave, I'm Coming with You",169213
2022-04-12 05:17,The Backseat Lovers,Kilby Girl,282205
2022-04-12 05:20,Dayglow,Hot Rod,204014
2022-04-12 05:24,Cage The Elephant,Cigarette Daydreams,208760
2022-04-12 05:28,Dr. Dog,Where'd All the Time Go?,234800
2022-04-12 05:31,Wallows,Scrawny,166520
2022-04-12 05:34,COIN,Crash My Car,188306
2022-04-12 05:35,Dominic Fike,Babydoll,97960
2022-04-12 05:37,Grouplove,Raspberry,93259
2022-04-12 16:23,Grouplove,Raspberry,102758
2022-04-12 16:27,Declan McKenna,Brazil,252306
2022-04-12 16:30,Will Paquin,Chandelier,127464
2022-04-12 16:33,Fitz and The Tantrums,Out of My League,209386
2022-04-12 16:36,COIN,Talk Too Much,187133
2022-04-12 16:40,Wallows,Pleaser,187895
2022-04-12 16:42,Rainbow Kitten Surprise,It's Called: Freefall,152293
2022-04-12 16:46,Grouplove,Tongue Tied,218013
2022-04-12 16:49,Briston Maroney,Small Talk,198808
2022-04-12 16:53,Her's,What Once Was,255067
2022-04-12 16:57,Dayglow,Close To You,194693
2022-04-12 17:02,COIN,Malibu 1992,341200
2022-04-12 17:05,Wallows,Are You Bored Yet? (feat. Clairo),178000
2022-04-12 17:12,Peach Pit,Alrighty Aphrodite,207813
2022-04-12 17:17,The Growlers,Dope on a Rope,250320
2022-04-12 17:20,HUNNY,Televised,194716
2022-04-12 17:22,Rebounder,Japanese Posters,156000
2022-04-12 17:27,Dayglow,Can I Call You Tonight?,278769
2022-04-12 17:31,BØRNS,Electric Love,218106
2022-04-12 17:35,Wallows,OK,193293
2022-04-12 18:10,Dominic Fike,Wurli,145766
2022-04-12 18:15,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),255653
2022-04-12 18:18,Steve Lacy,Dark Red,173104
2022-04-12 18:20,Bruce Springsteen,I'm On Fire,155880
2022-04-12 18:22,Steve Lacy,C U Girl,129697
2022-04-12 18:23,Erik Satie,Gnossienne No. 1 (Arr. Kleynjans),31714
2022-04-12 18:23,The Wombats,Greek Tragedy,8400
2022-04-12 18:23,The Band,The Weight - Remastered 2000,2940
2022-04-12 18:25,Fleetwood Mac,Gypsy,131030
2022-04-12 20:54,Briston Maroney,The Kitchen,201933
2022-04-12 20:57,Briston Maroney,Sinkin',189560
2022-04-12 21:02,Hozier,From Eden,283466
2022-04-12 21:05,Still Woozy,Goodie Bag,146390
2022-04-12 21:09,The Backseat Lovers,Kilby Girl,282205
2022-04-12 21:12,Christian Leave,Maybe,180028
2022-04-12 21:16,Hot Flash Heat Wave,Gutter Girl,224714
2022-04-12 21:18,Briston Maroney,Steve's First Bruise,116733
2022-04-12 21:21,Rainbow Kitten Surprise,It's Called: Freefall,152293
2022-04-12 21:24,Dayglow,Hot Rod,204014
2022-04-12 21:24,The Backseat Lovers,Pool House,3903
2022-04-12 21:26,Dominic Fike,Babydoll,97960
2022-04-12 21:29,Christian Leave,Days Like Lost Dogs,225198
2022-04-12 21:34,The Growlers,Rare Hearts,284586
2022-04-12 21:35,Briston Maroney,I've Been Waiting,34331
2022-04-12 22:15,Briston Maroney,I've Been Waiting,177135
2022-04-12 22:20,flipturn,August (Acoustic),302000
2022-04-12 22:23,Dayglow,Woah Man,208586
2022-04-12 22:27,The Backseat Lovers,Maple Syrup,243529
2022-04-12 22:30,Wallows,Pleaser,187895
2022-04-12 22:35,The Technicolors,Space Cadet,288835
2022-04-12 22:39,Palace,Live Well,249840
2022-04-12 22:43,Briston Maroney,Chattanooga,209506
2022-04-12 22:47,Dr. Dog,Where'd All the Time Go?,234800
2022-04-12 22:51,The Backseat Lovers,Just a Boy,250942
2022-04-12 22:55,Young the Giant,Mind Over Matter,244693
2022-04-12 22:58,Spacey Jane,Skin,194000
2022-04-12 23:02,Dayglow,Fuzzybrain,219428
2022-04-12 23:06,Briston Maroney,Under My Skin,253777
2022-04-12 23:10,ROLE MODEL,girl in new york,211304
2022-04-12 23:10,The Backseat Lovers,Watch Your Mouth,21346
2022-04-12 23:25,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),255653
2022-04-12 23:43,Sugar Ray,Into Yesterday,251466
2022-04-12 23:49,Mac Saturn,Mr. Cadillac,374668
2022-04-12 23:52,Steve Lacy,Dark Red,173104
2022-04-12 23:55,Bruce Springsteen,I'm On Fire,155880
2022-04-12 23:57,Steve Lacy,C U Girl,129697
2022-04-13 00:01,Erik Satie,Gnossienne No. 1 (Arr. Kleynjans),220773
2022-04-13 00:04,The Wombats,Greek Tragedy,209557
2022-04-13 00:08,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2022-04-13 00:11,Wallows,Are You Bored Yet? (feat. Clairo),178000
2022-04-13 00:14,Wallows,These Days,202626
2022-04-13 00:16,Still Woozy,Ipanema,127044
2022-04-13 00:19,KiNG MALA,she calls me daddy,183569
2022-04-13 00:23,Jack Johnson,Bubble Toes,238603
2022-04-13 00:27,Jack Johnson,Flake,167121
2022-04-13 00:29,Still Woozy,That's Life,147653
2022-04-13 00:38,Mark Whalen,Oh Susan,208000
2022-04-13 00:51,girl in red,Serotonin,173829
2022-04-13 16:51,Dexys Midnight Runners,Come On Eileen - Single Edit,3510
2022-04-13 16:51,Trebles and Blues,I Miss the Old Kanye,1990
2022-04-13 16:51,spill tab,Grade A (feat. JAWNY),0
2022-04-13 16:51,girl in red,Serotonin,8505
2022-04-13 16:51,Harry Styles,"Sunflower, Vol. 6",1910
2022-04-13 16:56,The Growlers,Rare Hearts,284586
2022-04-13 17:12,Electric Guest,Troubleman,497905
2022-04-13 18:32,Electric Guest,Troubleman,31070
2022-04-13 18:35,Frankie Valli,Can't Take My Eyes off You,203680
2022-04-13 18:35,Frankie Valli,Can't Take My Eyes off You,7329
2022-04-13 18:39,Frankie Valli,Can't Take My Eyes off You,203680
2022-04-13 18:42,Billy Joel,Vienna,214240
2022-04-13 18:45,Frank Sinatra,Fly Me To The Moon (In Other Words),147000
2022-04-13 18:47,Tom Jones,It's Not Unusual,119800
2022-04-13 20:04,John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,225030
2022-04-13 20:07,Frankie Valli,You're the Song (That I Can't Stop Singing),167373
2022-04-13 20:07,Edison Lighthouse,Love Grows (Where My Rosemary Goes),3636
2022-04-13 20:11,Nat King Cole,Unforgettable,133580
2022-04-13 20:14,Etta James,A Sunday Kind Of Love,196133
2022-04-13 20:15,Sam Cooke,You Send Me,32996
2022-04-13 20:18,Frank Sinatra,The Way You Look Tonight,202160
2022-04-13 20:18,The Foundations,Build Me Up Buttercup - Mono,6790
2022-04-13 20:21,Glen Campbell,Southern Nights,180026
2022-04-13 20:25,Frankie Valli,Grease - 2007 Remaster,207306
2022-04-13 20:26,Frank Sinatra,I Love You,44626
2022-04-13 20:29,Etta James,At Last,179693
2022-04-13 20:33,The Beach Boys,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,4996
2022-04-13 20:33,Ella Fitzgerald,Dream A Little Dream Of Me,246160
2022-04-13 20:34,Sam Cooke,Nothing Can Change This Love,70080
2022-04-13 20:34,Tom Jones,It's Not Unusual,7910
2022-04-13 20:38,Electric Light Orchestra,Sweet Talkin' Woman,229866
2022-04-13 20:42,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",196213
2022-04-13 20:45,Wings,She’s My Baby - Remastered 2014,188360
2022-04-13 20:49,George Harrison,What Is Life - Remastered 2014,264413
2022-04-13 20:53,Frankie Valli,Can't Take My Eyes off You,203680
2022-04-13 20:58,Redbone,Come and Get Your Love,300666
2022-04-13 21:02,Electric Light Orchestra,Evil Woman,259826
2022-04-13 21:05,Natalie Cole,This Will Be (An Everlasting Love),171960
2022-04-13 21:07,John Travolta,Summer Nights - From “Grease”,114783
2022-04-14 00:00,Palace,Live Well,3909
2022-04-14 00:00,Briston Maroney,Under My Skin,253777
2022-04-14 00:04,The Technicolors,Space Cadet,237360
2022-04-14 02:10,Briston Maroney,I've Been Waiting,211530
2022-04-14 02:13,Christian Leave,Maybe,180028
2022-04-14 02:14,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),30492
2022-04-14 06:06,BROCKHAMPTON,SUGAR,3434
2022-04-14 06:10,Djo,Roddy,252987
2022-04-14 06:14,HUNNY,Televised,194716
2022-04-14 07:48,Steve Lacy,C U Girl,119781
2022-04-14 07:51,Steve Lacy,C U Girl,10151
2022-04-14 07:53,Fleet Foxes,White Winter Hymnal,147026
2022-04-14 07:55,Gerry Rafferty,Right Down the Line,133661
2022-04-14 07:56,Etta James,At Last,2282
2022-04-14 07:56,Frankie Valli,Can't Take My Eyes off You,12415
2022-04-14 07:59,Billy Joel,Vienna,214240
2022-04-14 08:02,Frank Sinatra,Somethin' Stupid,162493
2022-04-14 08:05,Etta James,At Last,179693
2022-04-14 08:08,Frankie Valli,Grease - 2007 Remaster,3813
2022-04-14 08:08,Wabie,Hey Lover!,162560
2022-04-14 08:10,Edison Lighthouse,Love Grows (Where My Rosemary Goes),4145
2022-04-14 08:10,Frankie Valli & The Four Seasons,An Angel Cried,151706
2022-04-14 08:13,Frank Sinatra,You Make Me Feel So Young - Remastered 1998,177400
2022-04-14 08:14,Tom Jones,It's Not Unusual,3477
2022-04-14 08:14,Frankie Valli,My Funny Valentine,14080
2022-04-14 08:14,Natalie Cole,This Will Be (An Everlasting Love),20606
2022-04-14 08:15,Etta James,A Sunday Kind Of Love,42880
2022-04-14 08:17,Etta James,A Sunday Kind Of Love,142748
2022-04-14 08:20,Patrick Watson,Je te laisserai des mots,160853
2022-04-14 08:20,Billy Joel,The Longest Time,6716
2022-04-14 08:23,Dean Martin,Everybody Loves Somebody,164546
2022-04-14 15:59,Sam Cooke,Nothing Can Change This Love,116702
2022-04-14 16:00,Orleans,Still the One,54400
2022-04-14 16:02,Aminé,SHINE,150000
2022-04-14 16:04,Aminé,Charmander,131883
2022-04-14 16:08,Aminé,Invincible,196386
2022-04-14 16:10,Aminé,Mrs. Clean,127801
2022-04-14 16:13,Aminé,Caroline,209640
2022-04-14 16:14,Aminé,Solid,40531
2022-04-14 16:18,Bea Miller,FEEL SOMETHING DIFFERENT,5810
2022-04-14 16:18,Aminé,Yellow,166960
2022-04-14 16:20,Aminé,Charmander,131883
2022-04-14 16:21,Aminé,Heebiejeebies - Bonus,63696
2022-04-14 19:54,Noah Cyrus,Live or Die,5387
2022-04-14 19:54,Aminé,Heebiejeebies - Bonus,13444
2022-04-14 19:55,Charlie Burg,Channel Orange In Your Living Room,25100
2022-04-14 20:00,Briston Maroney,Under My Skin,253777
2022-04-14 20:04,Palace,Live Well,249840
2022-04-14 20:09,The Technicolors,Space Cadet,288835
2022-04-14 20:12,Briston Maroney,I've Been Waiting,211530
2022-04-14 20:15,Christian Leave,Maybe,180028
2022-04-14 20:19,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),255653
2022-04-14 20:21,Steve Lacy,Dark Red,79773
2022-04-14 20:52,Steve Lacy,Dark Red,93342
2022-04-14 20:55,Bruce Springsteen,I'm On Fire,155880
2022-04-14 20:57,Steve Lacy,C U Girl,129697
2022-04-14 21:01,Mac Saturn,Mr. Cadillac,203535
2022-04-14 21:01,Erik Satie,Gnossienne No. 1 (Arr. Kleynjans),9418
2022-04-14 21:04,The Wombats,Greek Tragedy,209557
2022-04-14 21:08,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2022-04-14 21:11,Wallows,Are You Bored Yet? (feat. Clairo),178000
2022-04-15 00:01,Wallows,These Days,202626
2022-04-15 00:03,Still Woozy,Ipanema,127044
2022-04-15 00:15,KiNG MALA,she calls me daddy,183569
2022-04-15 00:15,Jack Johnson,Bubble Toes,19083
2022-04-15 00:18,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",188893
2022-04-15 00:22,Butterfly Boucher,Changes,202093
2022-04-15 00:25,Lipps Inc.,Funkytown,239826
2022-04-15 00:28,Butterfly Boucher,Changes,139889
2022-04-15 00:33,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-04-15 01:02,T-Pain,Bartender (feat. Akon),238800
2022-04-15 01:05,Kodak Black,Patty Cake,198109
2022-04-15 01:08,Mac Miller,Knock Knock,202806
2022-04-15 01:11,N.E.R.D,Lemon (feat. Drake) - Drake Remix,128041
2022-04-15 20:31,Frankie Valli,Can't Take My Eyes off You,5712
2022-04-15 20:35,Briston Maroney,Under My Skin,227857
2022-04-15 20:37,Steve Lacy,Dark Red,173104
2022-04-15 20:40,Frank Ocean,In My Room,133680
2022-04-15 20:40,Cigarettes After Sex,Sunsetz,36776
2022-04-15 20:42,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0
2022-04-15 20:42,Jason Derulo,Whatcha Say,557
2022-04-15 20:42,Dominic Fike,Babydoll,83963
2022-04-15 20:42,Cascada,Everytime We Touch,0
2022-04-15 20:42,AC/DC,Highway to Hell,1068
2022-04-15 20:42,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),534
2022-04-15 20:42,The All-American Rejects,Dirty Little Secret,92
2022-04-15 20:42,Green Day,American Idiot,348
2022-04-15 20:43,Cascada,Everytime We Touch,51850
2022-04-15 20:46,Empire of the Sun,Walking On A Dream,198440
2022-04-15 20:50,Dayglow,Junior Varsity,252400
2022-04-15 20:54,Stealers Wheel,Stuck In The Middle With You,208946
2022-04-15 20:57,Goth Babe,Casita,206000
2022-04-15 21:32,Keane,Somewhere Only We Know,6410
2022-04-15 21:32,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2022-04-15 21:36,Brijs,Mol y Sol,210360
2022-04-15 21:40,Frank Ocean,Lost,234093
2022-04-15 21:43,The Temptations,My Girl,165000
2022-04-15 21:47,Lorde,Ribs,258969
2022-04-15 21:51,Daulton Hopkins,I'm Okay and So Are You,237470
2022-04-16 01:41,Daulton Hopkins,I'm Okay and So Are You,17940
2022-04-16 01:43,Current Joys,New Flesh,106018
2022-04-16 01:47,Grizzly Bear,Two Weeks,243160
2022-04-16 01:47,fanclubwallet,Car Crash in G Major,18377
2022-04-16 01:51,Hozier,Sunlight,257346
2022-04-16 01:54,Bombay Bicycle Club,Always Like This,141350
2022-04-16 01:57,Alfie Templeman,Obvious Guy,201988
2022-04-16 02:07,Fitz and The Tantrums,Out of My League,209386
2022-04-16 02:08,The Backseat Lovers,Kilby Girl,32813
2022-04-16 02:13,Outkast,Ms. Jackson,270506
2022-04-16 02:16,Kanye West,All Of The Lights,229290
2022-04-16 03:13,Kanye West,All Of The Lights,70314
2022-04-16 03:17,Calvin Harris,Rollin (feat. Future & Khalid),272653
2022-04-16 03:21,Kid Cudi,Surfin',238386
2022-04-16 03:25,Kanye West,H•A•M,0
2022-04-16 03:28,A$AP Rocky,Sundress,158205
2022-04-16 03:29,Kanye West,Through The Wire,91636
2022-04-16 17:13,Juice WRLD,Fast,2275
2022-04-16 17:13,Kanye West,Through The Wire,5178
2022-04-16 17:17,Steve Lacy,C U Girl,3900
2022-04-16 17:17,Juice WRLD,Armed And Dangerous,6891
2022-04-16 17:17,Dan Black,Symphonies,30464
2022-04-16 17:17,Steve Lacy,Thangs,7314
2022-04-16 17:17,BLESSED,Superfly,213638
2022-04-16 17:20,Dominic Fike,Why,139906
2022-04-16 17:21,Men I Trust,Lucky Sue,71963
2022-04-16 17:22,Steve Lacy,Haterlovin,57121
2022-04-16 17:23,grentperez,(Only) About Love - Demo,8543
2022-04-16 17:23,Men I Trust,Oncle Jazz,57876
2022-04-16 17:27,Frank Ocean,Lost,230667
2022-04-16 17:31,The Oh Hellos,Passerine,223157
2022-04-16 17:34,Gorillaz,Rhinestone Eyes,200173
2022-04-16 17:39,Crawlers,Come Over (Again),254418
2022-04-16 17:41,Will Paquin,Chandelier,127464
2022-04-16 17:44,Caamp,All the Debts I Owe,193048
2022-04-16 17:47,Mt. Joy,Astrovan,11783
2022-04-16 17:47,The Last Shadow Puppets,"Sweet Dreams, TN",255
2022-04-16 17:47,Briston Maroney,Under My Skin,208
2022-04-16 17:47,Rainbow Kitten Surprise,It's Called: Freefall,152293
2022-04-16 17:50,Steve Lacy,Dark Red,173104
2022-04-16 17:54,Albert Hammond Jr,Tea for Two,248600
2022-04-16 17:59,Tame Impala,Eventually,318591
2022-04-16 18:02,Milky Chance,Colorado,174347
2022-04-16 19:05,BoyWithUke,Two Moons,91265
2022-04-16 19:05,Kevin Abstract,Peach,5141
2022-04-16 19:37,Pharrell Williams,Hug Me,21034
2022-04-17 17:58,The Oh Hellos,Passerine,223157
2022-04-17 18:05,Gang of Youths,Achilles Come Down,405254
2022-04-17 18:08,Crawlers,Come Over (Again),156479
2022-04-17 19:15,Crawlers,Come Over (Again),98187
2022-04-17 19:18,Cody Fry,Underground,171000
2022-04-17 19:22,Caamp,Keep the Blues Away,233840
2022-04-17 19:30,Mt. Joy,Bug Eyes,303826
2022-04-17 19:34,Rainbow Kitten Surprise,Heart,219696
2022-04-17 19:38,Briston Maroney,Under My Skin,253777
2022-04-17 19:41,Sohodolls,Bang Bang Bang Bang,25450
2022-04-17 19:41,Frank Ocean,Lost,146069
2022-04-17 19:45,Dr. Dog,Where'd All the Time Go?,234800
2022-04-17 19:49,Will Paquin,Chandelier,127464
2022-04-17 19:52,Gorillaz,Rhinestone Eyes,200173
2022-04-17 19:55,Steely Dan,Dirty Work,187400
2022-04-17 20:04,Dayglow,Can I Call You Tonight?,278769
2022-04-17 20:07,Wallows,These Days,202626
2022-04-17 20:11,Gorillaz,On Melancholy Hill,233866
2022-04-17 20:15,MGMT,Time to Pretend,261000
2022-04-17 20:19,BROCKHAMPTON,1999 WILDFIRE,251250
2022-04-17 20:23,Bas,Tribe (with J. Cole),238053
2022-04-17 20:26,Still Woozy,Goodie Bag,146390
2022-04-17 20:28,Aminé,REEL IT IN,121346
2022-04-17 20:31,KiNG MALA,she calls me daddy,183569
2022-04-17 20:34,Rainbow Kitten Surprise,It's Called: Freefall,152293
2022-04-17 20:37,Glass Animals,Space Ghost Coast To Coast,187383
2022-04-17 20:40,Still Woozy,That's Life,147653
2022-04-17 20:43,Mac Miller,The Spins,195873
2022-04-17 20:47,Wiz Khalifa,The Thrill,234333
2022-04-17 20:51,Frank Ocean,Lost,234093
2022-04-17 21:04,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2022-04-17 21:06,Crumb,Ghostride,126120
2022-04-17 21:12,Tame Impala,Eventually,318591
2022-04-17 21:15,Peach Pit,Black Licorice,219826
2022-04-17 21:20,Djo,Roddy,252987
2022-04-17 21:22,Steve Lacy,Dark Red,173104
2022-04-17 21:25,Doja Cat,Woman,172626
2022-04-17 21:26,Bad Bunny,DÁKITI,22251
2022-04-17 21:30,Emmy Meli,I AM WOMAN,232813
2022-04-17 21:33,Ricky Montgomery,This December,181920
2022-04-17 22:05,MARINA,Bubblegum Bitch,93914
2022-04-17 22:11,Robert Schumann,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",215800
2022-04-17 22:15,Ludovico Einaudi,Luminous,283280
2022-04-17 22:20,John Williams,Superman March,290991
2022-04-17 22:24,Frédéric Chopin,"Nocturne No. 2 In E Flat, Op. 9 No. 2",242586
2022-04-17 22:31,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",403333
2022-04-17 22:34,Pyotr Ilyich Tchaikovsky,"Swan Lake (Suite), Op. 20a, TH. 219: I. Scene - Swan Theme",183000
2022-04-17 22:40,Max Richter,Mercy,328894
2022-04-17 22:44,Jean-Michel Blais,amour,277853
2022-04-17 22:48,Valentin Silvestrov,Bagatellen: III,220826
2022-04-17 23:10,Valentin Silvestrov,Three Postludes (1981/82): Postlude No. 3,192944
2022-04-18 00:24,alt-J,Left Hand Free,19736
2022-04-18 00:25,Gorillaz,Rhinestone Eyes,23034
2022-04-18 00:28,Cage The Elephant,Cigarette Daydreams,208760
2022-04-18 00:32,Lorde,Ribs,258969
2022-04-18 00:51,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),192948
2022-04-18 00:55,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2022-04-18 00:58,KiNG MALA,she calls me daddy,183569
2022-04-18 01:06,Mac Saturn,Mr. Cadillac,203535
2022-04-18 01:08,Pharrell Williams,Hug Me,140733
2022-04-18 01:11,Counting Crows,Accidentally In Love,188613
2022-04-18 01:16,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2022-04-18 01:20,The Last Shadow Puppets,"Sweet Dreams, TN",236252
2022-04-18 01:22,Will Paquin,Chandelier,127464
2022-04-18 01:26,Albert Hammond Jr,Tea for Two,248600
2022-04-18 01:28,Steve Lacy,Dark Red,106175
2022-04-18 17:11,Steve Lacy,Dark Red,66808
2022-04-18 17:16,The Oh Hellos,Passerine,223157
2022-04-18 17:26,Gang of Youths,Achilles Come Down,422146
2022-04-18 17:31,Crawlers,Come Over (Again),254418
2022-04-18 17:32,Cody Fry,Underground,18034
2022-04-18 17:35,Anonymous,Jeux Interdits: Spanish Romance (Arr. for Guitar and Orchestra),182333
2022-04-18 17:38,Gabriel Fauré,"Après un rêve, Op. 7, No. 1 (Arr. Piano)",198493
2022-04-18 17:43,Sergei Rachmaninoff,"Vocalise, Op.34, No.14",327600
2022-04-18 17:48,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",284000
2022-04-18 17:56,Franz Schubert,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",497773
2022-04-18 17:58,John Field,"Nocturne No. 1 in E Flat Major, H.24",121240
2022-04-18 19:09,John Field,"Nocturne No. 1 in E Flat Major, H.24",100495
2022-04-18 19:15,Gabriel Fauré,"Pavane, Op. 50",315933
2022-04-18 19:18,Erik Satie,3 Gymnopédies: No. 1 in D Major: Lent et douloureux,190560
2022-04-18 19:22,Ludovico Einaudi,Full Moon (Arr. Lewin for Guitar),216093
2022-04-18 19:30,Gabriel Fauré,"Elégie in C Minor, Op. 24 (Arr. Parkin)",17797
2022-04-18 19:33,Will Paquin,Chandelier,127464
2022-04-18 19:38,Gorillaz,Rhinestone Eyes,7408
2022-04-18 19:38,Beach House,Space Song,320466
2022-04-18 19:40,the booyah! kids,idwtgtbt,111375
2022-04-18 19:43,Doja Cat,Won't Bite (feat. Smino),195213
2022-04-18 19:46,KiNG MALA,she calls me daddy,183569
2022-04-18 19:49,Mother Mother,Verbatim,168320
2022-04-18 19:51,Aminé,REEL IT IN,121346
2022-04-18 19:55,Bleachers,I Wanna Get Better,204520
2022-04-18 19:59,The Oh Hellos,Hello My Old Heart,256006
2022-04-18 20:02,The Mowgli's,San Francisco,173093
2022-04-18 20:07,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2022-04-18 20:11,Dr. Dog,Where'd All the Time Go?,234800
2022-04-18 20:13,Steve Lacy,Dark Red,173104
2022-04-18 20:17,Steely Dan,Dirty Work,187400
2022-04-18 20:22,Tame Impala,Eventually,318591
2022-04-18 20:24,Still Woozy,Goodie Bag,146390
2022-04-18 20:29,BROCKHAMPTON,1999 WILDFIRE,251250
2022-04-18 20:32,Bakar,Hell N Back,213573
2022-04-18 20:36,Frank Ocean,Lost,234093
2022-04-18 20:38,Crumb,Ghostride,126120
2022-04-18 20:43,Djo,Roddy,252987
2022-04-18 20:46,Peach Pit,Black Licorice,219826
2022-04-18 20:50,Hot Flash Heat Wave,Gutter Girl,224714
2022-04-18 21:09,alt-J,Breezeblocks,93401
2022-04-19 16:00,Florence + The Machine,Dog Days Are Over,251840
2022-04-19 16:01,Lana Del Rey,"Once Upon a Dream - From ""Maleficent"" / Pop Version",26614
2022-04-19 16:05,Lorde,Ribs,258969
2022-04-19 16:08,BENEE,Wishful Thinking,213373
2022-04-19 16:12,BETWEEN FRIENDS,affection,235225
2022-04-19 16:15,Remi Wolf,Liz,175866
2022-04-19 16:19,Allie X,Susie Save Your Love,238880
2022-04-19 16:22,Cautious Clay,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",138000
2022-04-19 16:26,Briston Maroney,It's Still Cool If You Don't,237413
2022-04-19 16:27,Thomas Headon,Bored,92618
2022-04-19 16:27,BETWEEN FRIENDS,iloveyou,13280
2022-04-19 16:27,Lorde,Solar Power,3110
2022-04-19 16:31,Rainbow Kitten Surprise,Heart,219696
2022-04-19 16:35,The Oh Hellos,Hello My Old Heart,256006
2022-04-19 16:39,Caamp,Keep the Blues Away,233840
2022-04-19 16:43,Briston Maroney,Under My Skin,253777
2022-04-19 16:47,Steely Dan,Dirty Work,187400
2022-04-19 16:51,Orville Peck,Dead of Night,239001
2022-04-19 16:53,Will Paquin,Chandelier,127464
2022-04-19 16:55,alt-J,Hard Drive Gold,158480
2022-04-19 17:00,Kid Cudi,Pursuit Of Happiness (Nightmare),295293
2022-04-19 17:04,Frank Ocean,Lost,234093
2022-04-19 17:08,Gorillaz,Rhinestone Eyes,200173
2022-04-19 17:11,Childish Gambino,Bonfire,192946
2022-04-19 17:16,Tame Impala,Eventually,318591
2022-04-19 17:20,TV Girl,Lovers Rock,213920
2022-04-19 17:23,Steve Lacy,Dark Red,173104
2022-04-19 17:27,Crawlers,Come Over (Again),254418
2022-04-19 17:30,Aminé,Spice Girl,173946
2022-04-19 18:17,Mac Miller,Ladders,287040
2022-04-19 18:21,BROCKHAMPTON,1999 WILDFIRE,251250
2022-04-19 18:25,Kota the Friend,Outside,203793
2022-04-19 18:29,The Backseat Lovers,Kilby Girl,282205
2022-04-19 18:55,Cage The Elephant,Cigarette Daydreams,43722
2022-04-19 18:58,Max Richter,Spring 1 - 2012,151506
2022-04-19 19:01,Chilly Gonzales,The Tearjerker Returns,212991
2022-04-19 19:06,Frédéric Chopin,"Nocturne No. 19 in E Minor, Op. 72, No. 1",241986
2022-04-19 19:10,Johann Sebastian Bach,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)",266213
2022-04-19 19:16,Jean Sibelius,"Valse triste, Op. 44",368933
2022-04-19 19:20,Frédéric Chopin,"Nocturne No. 6 in G Minor, Op. 15 No. 3",236466
2022-04-19 19:21,Frankie Valli,Can't Take My Eyes off You,620
2022-04-19 19:21,John Williams,Superman March,63734
2022-04-19 19:24,Briston Maroney,Under My Skin,185370
2022-04-19 19:31,Ruel,Painkiller,17217
2022-04-19 20:55,Ruel,Painkiller,196697
2022-04-19 20:58,Pomplamoose,Bust Your Kneecaps,196500
2022-04-19 21:00,Hayley Kiyoko,Demons,89543
2022-04-19 21:41,Hayley Kiyoko,Demons,90004
2022-04-19 21:45,blackbear,idfc,184247
2022-04-19 22:42,BROCKHAMPTON,1999 WILDFIRE,251250
2022-04-19 22:44,Still Woozy,Goodie Bag,146390
2022-04-19 22:46,Aminé,REEL IT IN,121346
2022-04-19 22:50,Bas,Tribe (with J. Cole),238053
2022-04-19 22:54,Dr. Dog,Where'd All the Time Go?,234800
2022-04-19 22:57,Steely Dan,Dirty Work,187400
2022-04-19 23:03,Tame Impala,Eventually,318591
2022-04-20 02:56,the booyah! kids,idwtgtbt,83369
2022-04-20 03:14,the booyah! kids,idwtgtbt,28251
2022-04-20 03:19,Kiltro,The Drunk,200853
2022-04-20 03:22,Hot Flash Heat Wave,Gutter Girl,179751
2022-04-20 03:51,Kodak Black,Patty Cake,198109
2022-04-20 03:55,T-Pain,Bartender (feat. Akon),223800
